X,Obs_Name,Selection,View,Channel,Begin.Time..s.,End.Time..s.,High.Freq..Hz.,Low.Freq..Hz.,Center.Freq..Hz.,Avg.Entropy..bits.,Peak.Freq.Contour..Hz.,PFC.Max.Freq..Hz.,PFC.Min.Freq..Hz.,Freq.5...Hz.,Freq.95...Hz.,BW.90...Hz.,Peak.Freq..Hz.,Syllable,No_of_Notes,Song_Type,Obs_Code,Note_Code,Complete_Incomplete,Song_Quality,Masking,Time,Date,Site_Type,Site_Name,Site_Code,Year,Season,Site_Group,Treatment,Time_15,Time_30,Time_5
326,AO_FD_SD57_20200222_075000-3,79,Spectrogram 1,1,340.3010672,340.8935415,3046.771,1550.111,2343.75,2.916,2625.000;2718.750;2718.750;2812.500;2812.500;2812.500;2718.750;2812.500;2812.500;2625.000;2718.750;2625.000;2718.750;2812.500;2718.750;2718.750;2812.500;2812.500;1875.000;2718.750;2812.500;2812.500;2812.500;2812.500;2718.750;2812.500;2812.500;2812.500;2812.500;2812.500;2812.500;2812.500;2812.500;2812.500;1875.000;2718.750;2906.250;2812.500;2812.500;2812.500;2812.500;2156.250;2812.500;2812.500;2718.750;2718.750;2343.750;2343.750;2062.500;2250.000;2250.000;2250.000;2156.250;2250.000;2062.500;2250.000;2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;1968.750;2250.000;1968.750;1968.750;2250.000;1968.750;1968.750;2156.250;1968.750;2250.000;1968.750;1968.750;2156.250;1968.750;2062.500;2062.500;2062.500;2625.000;2156.250;2062.500;2437.500;2437.500;2437.500;2437.500;1968.750;2156.250;2156.250;1593.750;2437.500;2531.250;2062.500;2062.500;1968.750;1968.750;2062.500;1968.750;1781.250;1875.000;2062.500;1968.750;1875.000;1875.000;1968.750;1968.750;1875.000;1875.000;1968.750;1875.000,2906.25,1593.75,1781.25,2906.25,1125,2812.5,2,3,Song,1,NA,C,G,FALSE,75000,20200222,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,07:45,07:30,750
329,AO_FD_SD57_20200222_080500-4,83,Spectrogram 1,1,381.6340043,382.2965712,2726.058,1175.947,1968.75,2.816,1312.500;2343.750;2343.750;2531.250;2437.500;2531.250;2531.250;2437.500;2437.500;2343.750;2531.250;2531.250;2437.500;2531.250;2531.250;2531.250;2531.250;2625.000;2531.250;2531.250;1218.750;2625.000;1218.750;2437.500;1312.500;1781.250;1218.750;2531.250;2531.250;2343.750;2437.500;2531.250;2437.500;1312.500;1312.500;1406.250;1781.250;1968.750;1968.750;1968.750;1968.750;2062.500;2062.500;1968.750;1781.250;1781.250;1968.750;2250.000;1968.750;2250.000;2250.000;2156.250;1968.750;1875.000;1968.750;1875.000;1968.750;1875.000;1875.000;1968.750;1875.000;1875.000;1968.750;2062.500;2250.000;1781.250;2062.500;1968.750;2062.500;1968.750;2062.500;2062.500;2062.500;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1968.750;2062.500;2062.500;2062.500;2062.500;2062.500;2156.250;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1875.000;2156.250;1875.000;2437.500;2343.750;2343.750;2343.750;2156.250;2343.750;2156.250;2156.250;1687.500;1781.250;1687.500;1500.000;1781.250;1875.000;1687.500;2343.750;2343.750;1593.750;2343.750;1968.750;1875.000;2343.750;1781.250;2343.750;2437.500;1875.000;1968.750,2625,1218.75,1687.5,2531.25,843.75,1968.75,2,5,Song,1,NA,C,G,FALSE,80500,20200222,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,08:00,08:00,805
334,AO_FD_SD57_20200222_080500-5,87,Spectrogram 1,1,392.9774805,393.6882276,3907.895,750,1968.75,3.474,3000.000;2062.500;2062.500;1031.250;1687.500;1687.500;1687.500;1781.250;1968.750;1968.750;1687.500;1781.250;1593.750;1687.500;2437.500;2625.000;2531.250;2625.000;1781.250;1687.500;2437.500;2531.250;1687.500;2343.750;2437.500;2531.250;2437.500;2531.250;2531.250;2156.250;2531.250;2625.000;2625.000;2343.750;2343.750;2531.250;2531.250;2437.500;2531.250;2531.250;2625.000;3375.000;3281.250;2250.000;3375.000;1781.250;3281.250;3468.750;3468.750;3468.750;2531.250;3281.250;3281.250;3468.750;1968.750;1968.750;1968.750;2062.500;2062.500;2062.500;1968.750;1781.250;1781.250;1968.750;1781.250;2250.000;2250.000;2250.000;2156.250;1968.750;1968.750;1875.000;1875.000;1781.250;1875.000;1875.000;1968.750;1781.250;1781.250;1875.000;1968.750;1968.750;1968.750;1875.000;1968.750;1875.000;1968.750;1875.000;1968.750;1875.000;1875.000;1875.000;1968.750;1875.000;1875.000;2156.250;1968.750;1968.750;2156.250;2062.500;2156.250;1968.750;1968.750;2062.500;1875.000;1875.000;1875.000;1875.000;1968.750;1968.750;1875.000;2062.500;2343.750;2156.250;2156.250;2156.250;2156.250;2062.500;1593.750;1687.500;1781.250;2156.250;1500.000;1500.000;3281.250;1500.000;1500.000;1875.000;1593.750;1500.000;2156.250;2062.500,3468.75,1031.25,1500,3281.25,1781.25,1968.75,2,5,Song,1,NA,C,G,FALSE,80500,20200222,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,08:00,08:00,805
338,AO_FD_SD57_20200222_080500-5,90,Spectrogram 1,1,397.4249618,398.033536,2779.51,1122.494,1968.75,2.727,2250.000;2250.000;2437.500;2437.500;2625.000;2625.000;2531.250;2531.250;2625.000;2156.250;2625.000;2531.250;2625.000;2437.500;2625.000;2625.000;2625.000;2625.000;2531.250;2250.000;2531.250;2625.000;2156.250;2718.750;2343.750;2437.500;1406.250;2531.250;2718.750;2156.250;2625.000;2625.000;1687.500;2437.500;2250.000;1875.000;2625.000;2625.000;2625.000;2625.000;2437.500;2437.500;2625.000;2437.500;2062.500;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1781.250;1875.000;1968.750;2062.500;2062.500;2062.500;1968.750;1781.250;1875.000;2062.500;1875.000;2156.250;1875.000;1875.000;1875.000;1968.750;1968.750;1875.000;1875.000;2156.250;1781.250;1968.750;1875.000;2156.250;1968.750;1968.750;2062.500;1968.750;1875.000;2062.500;1968.750;2062.500;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1968.750;2062.500;1875.000;1968.750;1968.750;1875.000;2062.500;1968.750;1687.500;1593.750;1500.000;1406.250;1406.250;1406.250;1312.500;1312.500;1312.500;1312.500;2156.250;1406.250;1312.500;2156.250,2718.75,1312.5,1500,2531.25,1031.25,1968.75,2,5,Song,2,NA,C,G,FALSE,80500,20200222,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,08:00,08:00,805
339,AO_FD_SD57_20200222_080500-6,92,Spectrogram 1,1,402.8518954,403.4188341,2939.866,1122.494,1968.75,2.748,1218.750;2812.500;2718.750;1875.000;2437.500;2343.750;2625.000;2718.750;2625.000;2718.750;2718.750;2625.000;2437.500;2625.000;2718.750;2625.000;2625.000;2343.750;2625.000;2531.250;2437.500;2531.250;2718.750;2437.500;2531.250;2718.750;2718.750;2625.000;2250.000;2437.500;2625.000;2625.000;2625.000;2531.250;2625.000;2625.000;2343.750;2625.000;1968.750;2625.000;1968.750;1968.750;1968.750;2062.500;1968.750;1968.750;1968.750;1875.000;1968.750;1875.000;1968.750;1687.500;1968.750;2062.500;1968.750;1968.750;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;2062.500;2062.500;2062.500;2062.500;2718.750;1968.750;1875.000;1875.000;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1781.250;1968.750;1968.750;1500.000;1406.250;1406.250;1312.500;1312.500;1312.500;1312.500;1312.500;1968.750;2062.500;1968.750;1968.750,2812.5,1218.75,1500,2718.75,1218.75,1875,2,3,Song,1,NA,C,G,FALSE,80500,20200222,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,08:00,08:00,805
357,AO_FD_SD57_20200223_081000-1,96,Spectrogram 1,1,435.5286752,437.6507108,4757.238,1015.59,2625,4.26,1968.750;1968.750;1968.750;1875.000;1781.250;1875.000;1968.750;1968.750;3750.000;1968.750;1593.750;2906.250;1218.750;1312.500;1968.750;1968.750;2156.250;2718.750;1875.000;1968.750;3937.500;2156.250;2343.750;1875.000;1031.250;3562.500;1031.250;2906.250;3281.250;2906.250;1031.250;2343.750;1031.250;2625.000;3000.000;2625.000;3093.750;2437.500;2906.250;2437.500;3000.000;2625.000;3000.000;3000.000;3000.000;3000.000;3093.750;3093.750;2250.000;2906.250;2437.500;2250.000;2343.750;3000.000;2812.500;2531.250;2437.500;3093.750;2625.000;3000.000;2906.250;3000.000;2531.250;2906.250;2812.500;2906.250;3000.000;3093.750;2812.500;3093.750;2718.750;2437.500;2812.500;2812.500;3000.000;1781.250;1875.000;1968.750;3375.000;1968.750;2531.250;3281.250;3375.000;3375.000;3375.000;3281.250;3375.000;3375.000;3093.750;3375.000;3375.000;2062.500;3375.000;2812.500;2625.000;3000.000;2812.500;2437.500;2812.500;2812.500;2812.500;3000.000;2625.000;2906.250;2437.500;2812.500;2437.500;3000.000;3093.750;3000.000;2437.500;2531.250;2250.000;2437.500;2906.250;1781.250;1500.000;2625.000;2812.500;3187.500;2437.500;3000.000;3000.000;3000.000;2531.250;3187.500;2906.250;2906.250;2906.250;3093.750;3000.000;3093.750;2343.750;2718.750;2531.250;2437.500;1968.750;2531.250;1968.750;2156.250;1031.250;3000.000;3093.750;2718.750;1218.750;2343.750;2062.500;1312.500;1687.500;1875.000;1968.750;1968.750;2531.250;3281.250;3093.750;3375.000;3281.250;1968.750;3468.750;3562.500;3656.250;3562.500;3656.250;3562.500;3281.250;3187.500;3281.250;3187.500;3093.750;3093.750;3093.750;3000.000;3000.000;2906.250;2906.250;3000.000;2906.250;4312.500;4312.500;4125.000;4031.250;3937.500;3750.000;1875.000;3562.500;3468.750;3375.000;4125.000;4312.500;3000.000;3843.750;3937.500;1968.750;1593.750;1031.250;3375.000;3000.000;3000.000;1875.000;3000.000;2812.500;2906.250;2531.250;3000.000;2718.750;2906.250;2718.750;2906.250;2625.000;3000.000;3000.000;2625.000;2812.500;3093.750;3000.000;3093.750;2437.500;3093.750;2906.250;2343.750;2906.250;3000.000;2906.250;2437.500;2625.000;2437.500;3093.750;3000.000;2906.250;3093.750;2906.250;2906.250;3000.000;2812.500;2343.750;2906.250;2906.250;2531.250;3093.750;3187.500;2906.250;1593.750;1406.250;2343.750;2062.500;3093.750;2718.750;2437.500;2625.000;1593.750;2437.500;3000.000;2531.250;1312.500;2718.750;2343.750;2906.250;3093.750;2625.000;3000.000;3000.000;1593.750;1781.250;1875.000;1968.750;1875.000;1875.000;3281.250;3281.250;3375.000;3281.250;1968.750;1968.750;3375.000;3187.500;1781.250;2437.500;1031.250;2437.500;2531.250;3750.000;4218.750;3281.250;3281.250;3281.250;3843.750;2437.500;1687.500;3000.000;3000.000;2812.500;3281.250;3375.000;3375.000;3281.250;1687.500;1781.250;1875.000;2250.000;4500.000;1031.250;2437.500;2531.250;4500.000;4500.000;1031.250;2906.250;2718.750;1593.750;1125.000;1031.250;1031.250;2906.250;2718.750;1875.000;1312.500;4687.500;1500.000;1687.500;4218.750;1500.000;1031.250;1968.750;2531.250;2812.500;1875.000;1781.250;2718.750;2531.250;3093.750;2625.000;3000.000;3000.000;2718.750;3093.750;3000.000;2625.000;2906.250;3093.750;2718.750;2625.000;3000.000;3000.000;2437.500;1781.250;2156.250;2906.250;2250.000;3000.000;2625.000;3000.000;2812.500;3000.000;1781.250;2531.250;3093.750;1687.500;2812.500;1500.000;2625.000;2437.500;3000.000;2718.750;1875.000;4687.500;2812.500;2531.250;4593.750;2531.250;4312.500;2343.750;1031.250;3281.250;2625.000;1406.250;1687.500;2531.250;1500.000;2625.000;2531.250;1687.500;4218.750;1218.750;2437.500;3093.750;2531.250;2531.250;1687.500;1875.000;1875.000;2625.000;3187.500;3093.750;3093.750;3281.250;1781.250;3281.250,4687.5,1031.25,1500,3750,2250,2437.5,2,13,Alarm/Distress,1,NA,C,G,FALSE,81000,20200223,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,08:00,08:00,810
358,AO_FD_SD57_20200223_081000-2,111,Spectrogram 1,1,440.3187607,442.6502677,3902.004,908.686,2531.25,3.92,3468.750;3375.000;3562.500;1593.750;2250.000;2156.250;2531.250;2437.500;2156.250;1875.000;3375.000;2156.250;2812.500;2156.250;2250.000;3562.500;2250.000;3656.250;3468.750;2156.250;2718.750;3187.500;1593.750;3093.750;1781.250;3750.000;3000.000;1781.250;2625.000;3468.750;3281.250;2250.000;2343.750;2062.500;1968.750;1687.500;3187.500;2250.000;1218.750;937.500;1406.250;1125.000;2437.500;1031.250;1593.750;3000.000;1031.250;937.500;1406.250;937.500;2812.500;3000.000;2531.250;2250.000;2906.250;2437.500;2718.750;2343.750;2531.250;2531.250;2531.250;2718.750;2812.500;2812.500;2531.250;2625.000;937.500;2625.000;2531.250;2906.250;2906.250;3843.750;3562.500;3656.250;3000.000;3843.750;3750.000;3750.000;2531.250;3000.000;3562.500;3750.000;3843.750;3562.500;1968.750;1781.250;2718.750;2250.000;2812.500;2812.500;2812.500;2531.250;2625.000;2906.250;2718.750;2812.500;2625.000;1781.250;3093.750;2625.000;2718.750;2625.000;2625.000;2625.000;3000.000;3656.250;2625.000;2812.500;2437.500;2625.000;1875.000;1875.000;2437.500;2437.500;2812.500;1687.500;2906.250;3281.250;3187.500;1875.000;2812.500;2718.750;2531.250;2718.750;2812.500;2625.000;2812.500;2531.250;2625.000;2718.750;2906.250;2625.000;2625.000;2625.000;2531.250;2812.500;2812.500;2625.000;2625.000;2906.250;2812.500;2906.250;2718.750;2718.750;2812.500;2812.500;2625.000;2812.500;2812.500;937.500;2625.000;2625.000;2906.250;2718.750;2906.250;2625.000;1687.500;2906.250;3000.000;2906.250;2531.250;1875.000;2625.000;2906.250;2625.000;2437.500;937.500;1312.500;3000.000;1031.250;1031.250;2531.250;937.500;1781.250;2718.750;2156.250;2531.250;1687.500;2156.250;3093.750;2531.250;2437.500;2906.250;2437.500;2812.500;3000.000;3000.000;2812.500;2531.250;2531.250;3000.000;3093.750;2531.250;3000.000;2437.500;2437.500;2812.500;2062.500;3000.000;2156.250;2437.500;3000.000;2437.500;2343.750;2906.250;2906.250;3843.750;3750.000;1968.750;3187.500;2156.250;1875.000;2437.500;1875.000;2531.250;2906.250;2718.750;1875.000;3093.750;2437.500;2343.750;1968.750;2343.750;1687.500;2437.500;2906.250;2062.500;1968.750;2062.500;2437.500;2062.500;1968.750;2250.000;1687.500;3000.000;2156.250;2437.500;2343.750;1968.750;2250.000;2812.500;2062.500;1968.750;1968.750;2437.500;2343.750;3000.000;1593.750;1687.500;1875.000;2250.000;2250.000;2437.500;2625.000;2531.250;2531.250;2250.000;2343.750;2531.250;2531.250;2343.750;2906.250;1781.250;2437.500;2531.250;2531.250;2531.250;2531.250;2531.250;2437.500;2437.500;2531.250;2531.250;2531.250;2531.250;2437.500;2437.500;2531.250;2906.250;2156.250;2437.500;2437.500;3000.000;2906.250;2625.000;3093.750;2437.500;2531.250;2250.000;2718.750;2437.500;2625.000;2625.000;2531.250;2906.250;2437.500;1875.000;1875.000;1968.750;2531.250;3093.750;2531.250;3843.750;2906.250;2906.250;2343.750;3187.500;2531.250;2531.250;2531.250;2437.500;2531.250;2437.500;3281.250;2625.000;2718.750;2531.250;2812.500;2531.250;2812.500;2718.750;2250.000;2906.250;2812.500;2531.250;2812.500;2812.500;2437.500;2625.000;2437.500;2531.250;2343.750;2250.000;2812.500;2718.750;2718.750;2812.500;2437.500;2812.500;2531.250;3000.000;2812.500;2718.750;3000.000;2812.500;3000.000;2718.750;2718.750;2906.250;2906.250;2906.250;2718.750;2812.500;2812.500;2625.000;2437.500;2718.750;3093.750;2812.500;2812.500;2718.750;1406.250;1781.250;1875.000;1968.750;2625.000;2531.250;1875.000;3281.250;1875.000;3093.750;1968.750;3187.500;3093.750;1781.250;2625.000;3375.000;2531.250;2718.750;3468.750;1968.750;2812.500;2062.500;1875.000;2812.500;1968.750;2812.500;2812.500;3281.250;1875.000;937.500;1312.500;1875.000;3281.250;2906.250;1031.250;937.500;1500.000;2718.750;1781.250;1406.250;2906.250;2718.750;3093.750;2906.250;3000.000;2906.250;2906.250;3000.000;3000.000;2625.000;3000.000;3187.500;3000.000;3000.000;2718.750;3000.000;2906.250;2625.000;2250.000;2156.250;2531.250;2437.500;2906.250;3093.750;2718.750;2531.250;2531.250;2812.500;3000.000;3000.000;3000.000;2531.250;3000.000;2718.750;2156.250,3843.75,937.5,1687.5,3093.75,1406.25,2437.5,2,15,Alarm/Distress,1,NA,C,G,FALSE,81000,20200223,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,08:00,08:00,810
375,AO_FD_SD57_20200224_062000-5,128,Spectrogram 1,1,456.4484233,456.9903166,2726.058,1657.016,2156.25,2.66,2343.750;2250.000;2343.750;2531.250;2531.250;2531.250;2531.250;2343.750;2343.750;2343.750;2531.250;2343.750;2531.250;2531.250;2343.750;2437.500;2531.250;2531.250;2531.250;2437.500;2343.750;2531.250;2531.250;2531.250;2343.750;2343.750;2343.750;2531.250;2531.250;2062.500;2062.500;2531.250;2531.250;2156.250;2531.250;2343.750;2437.500;2531.250;2531.250;2437.500;1687.500;1968.750;2531.250;2531.250;2531.250;2062.500;1781.250;1781.250;1781.250;1781.250;1781.250;1968.750;2250.000;2250.000;2250.000;2250.000;1968.750;1781.250;1781.250;2062.500;1875.000;1781.250;1781.250;1875.000;1781.250;2156.250;2156.250;2250.000;1875.000;1968.750;1875.000;2250.000;2156.250;2250.000;1781.250;1781.250;1781.250;1875.000;1781.250;1781.250;1968.750;2156.250;2156.250;1875.000;2156.250;1968.750;1875.000;1781.250;1875.000;2062.500;2062.500;2062.500;2343.750;1781.250;1968.750;2343.750;2343.750;2250.000;2250.000;2062.500,2531.25,1687.5,1781.25,2625,843.75,2250,2,3,Song,1,NA,C,G,FALSE,62000,20200224,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,06:15,06:00,620
380,AO_FD_SD57_20200225_080500-6,130,Spectrogram 1,1,486.7230687,487.2194247,2726.058,1550.111,2062.5,2.93,1875.000;2531.250;2531.250;2531.250;2625.000;2062.500;2343.750;2343.750;2156.250;2718.750;1781.250;1968.750;2718.750;2343.750;2531.250;2156.250;2625.000;2718.750;1687.500;2156.250;2437.500;2531.250;2062.500;2437.500;2343.750;2531.250;2531.250;2625.000;2625.000;2625.000;2625.000;2718.750;2625.000;2718.750;2625.000;1593.750;2343.750;1593.750;2718.750;2625.000;2250.000;2343.750;2625.000;1875.000;1781.250;1968.750;2531.250;2625.000;2718.750;2437.500;1687.500;2625.000;2625.000;1875.000;1781.250;1781.250;1781.250;1781.250;1781.250;1781.250;1781.250;1687.500;1781.250;1781.250;1781.250;1781.250;1781.250;1781.250;1875.000;1687.500;1781.250;1968.750;1968.750;2531.250;1968.750;1781.250;1781.250;2250.000;2250.000;2062.500;1968.750;1875.000;2156.250;2250.000;2343.750;2250.000;2343.750;1875.000;2343.750;2343.750;2625.000;2718.750,2718.75,1593.75,1687.5,2718.75,1031.25,2531.25,2,3,Song,1,NA,C,B,FALSE,80500,20200225,Restored_FD,Aroli_FD_Removed,AO_FD_2,2020,Winter_2020,Restored,Restored,08:00,08:00,805
381,AO1_SD36_20210103_072500-3,1,Spectrogram 1,1,1.593884916,1.687264032,3100.223,1924.276,2625,2.643,2718.750;2531.250;2437.500;2718.750;2531.250;2531.250;2625.000;2625.000;2625.000;2625.000;2531.250;2625.000;2625.000;2625.000;2625.000;2625.000;2531.250,2718.75,2437.5,2250,2812.5,562.5,2625,1,1,Contact,1,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
382,AO1_SD36_20210103_072500-3,2,Spectrogram 1,1,3.333774756,3.394954177,3046.771,1924.276,2531.25,2.748,2906.250;2718.750;2625.000;2812.500;2718.750;2531.250;2531.250;2531.250;2906.250;2531.250;2625.000,2906.25,2531.25,2250,2906.25,656.25,2531.25,1,1,Contact,2,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
383,AO1_SD36_20210103_072500-3,4,Spectrogram 1,1,4.87292019,4.943759519,3046.771,1977.728,2625,2.385,2531.250;2625.000;2812.500;2625.000;2812.500;2531.250;2625.000;2625.000;2625.000;2625.000;2625.000;2531.250,2812.5,2531.25,2156.25,2906.25,750,2531.25,1,1,Contact,4,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
384,AO1_SD36_20210103_072500-3,5,Spectrogram 1,1,8.787738109,8.868237347,3046.771,1817.372,2531.25,2.724,1968.750;2156.250;2250.000;2531.250;2718.750;2625.000;2625.000;2718.750;2437.500;2531.250;2531.250;2531.250;2437.500;2437.500;2343.750,2718.75,1968.75,2156.25,2812.5,656.25,2531.25,1,1,Contact,5,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
385,AO1_SD36_20210103_072500-3,3,Spectrogram 1,1,4.296545644,4.370604944,3314.031,1977.728,2625,2.554,2625.000;2718.750;2625.000;2812.500;2531.250;2531.250;2531.250;2625.000;2625.000;2625.000;2531.250;2625.000;2625.000,2812.5,2531.25,2250,2906.25,656.25,2531.25,1,1,Contact,3,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
386,AO1_SD36_20210103_072500-4,2,Spectrogram 1,1,14.78012964,14.82842918,2939.866,1924.276,2531.25,2.661,2718.750;2718.750;2625.000;2718.750;2437.500;2437.500;2531.250;2531.250;2625.000,2718.75,2437.5,2250,2812.5,562.5,2531.25,1,1,Contact,2,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
387,AO1_SD36_20210103_072500-4,3,Spectrogram 1,1,17.19765297,17.25561242,2886.414,1924.276,2343.75,2.692,2625.000;2156.250;2156.250;2531.250;2156.250;2250.000;2437.500;2343.750;2343.750;2343.750;2437.500,2625,2156.25,2062.5,2718.75,656.25,2156.25,1,1,Contact,3,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
388,AO1_SD36_20210103_072500-4,1,Spectrogram 1,1,12.5469959,12.60173538,2939.866,1977.728,2531.25,2.577,2062.500;2718.750;2718.750;2812.500;2625.000;2437.500;2437.500;2531.250;2531.250;2718.750,2812.5,2062.5,2250,2906.25,656.25,2531.25,1,1,Contact,1,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
391,AO1_SD36_20210103_072500-5,10,Spectrogram 1,1,14.88931322,15.42704813,2993.318,1657.016,2250,2.78,2531.250;2812.500;2812.500;2625.000;2718.750;2437.500;2531.250;2531.250;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2531.250;2625.000;2437.500;2625.000;2437.500;2625.000;2531.250;2625.000;2625.000;2531.250;2531.250;2906.250;2625.000;2718.750;2625.000;2625.000;2625.000;2625.000;2906.250;2437.500;2812.500;2812.500;2625.000;2625.000;2156.250;2625.000;2625.000;2625.000;2531.250;2531.250;2718.750;2250.000;2906.250;2625.000;2718.750;2625.000;2625.000;1781.250;2718.750;2625.000;2625.000;2625.000;2625.000;2343.750;2625.000;2625.000;1875.000;2906.250;2812.500;2437.500;2437.500;2156.250;2906.250;2437.500;2250.000;1687.500;2437.500;2625.000;2062.500;2156.250;2250.000;2343.750;2250.000;2062.500;2156.250;2156.250;2062.500;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;2250.000;2250.000;1875.000;1875.000;2250.000;1875.000;1875.000;1875.000;1875.000;2250.000;2250.000;1875.000,2906.25,1687.5,1875,2718.75,843.75,2156.25,2,2,Contact,2,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
394,AO1_SD36_20210103_072500-5,13,Spectrogram 1,1,17.79836485,18.24272065,3153.675,1603.563,2250,2.911,2625.000;2437.500;2156.250;2531.250;2531.250;2531.250;2625.000;2625.000;2625.000;2625.000;1875.000;1875.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2250.000;2250.000;2250.000;1875.000;2250.000;2343.750;2250.000;2625.000;2625.000;2718.750;2625.000;2625.000;1875.000;1875.000;3000.000;2625.000;2718.750;2625.000;1875.000;1875.000;1875.000;1875.000;1781.250;2625.000;1875.000;1781.250;1875.000;1875.000;1875.000;2625.000;1875.000;1781.250;1875.000;1875.000;2625.000;2062.500;2250.000;2250.000;2343.750;2156.250;2062.500;2250.000;1968.750;1875.000;1781.250;1781.250;1875.000;1781.250;1781.250;1968.750;2062.500;2062.500;1781.250;1968.750;1968.750;1968.750;1875.000;2343.750;2250.000;2062.500;1875.000;2250.000;2343.750,3000,1781.25,1781.25,2718.75,937.5,2625,2,2,Contact,3,NA,C,G,FALSE,72500,20210103,No_Lantana,Aroli_Benchmark,AO_1,2021,Winter_2021,LLD,No_Lantana,07:15,07:00,725
