X,Obs_Name,Selection,View,Channel,Begin.Time..s.,End.Time..s.,High.Freq..Hz.,Low.Freq..Hz.,Center.Freq..Hz.,Avg.Entropy..bits.,Peak.Freq.Contour..Hz.,PFC.Max.Freq..Hz.,PFC.Min.Freq..Hz.,Freq.5...Hz.,Freq.95...Hz.,BW.90...Hz.,Peak.Freq..Hz.,Syllable,No_of_Notes,Song_Type,Obs_Code,Note_Code,Complete_Incomplete,Song_Quality,Masking,Time,Date,Site_Type,Site_Name,Site_Code,Year,Season,Site_Group,Treatment,Time_15,Time_30,Time_5
3558,MH_SD47_20200126_063500-3,32,Spectrogram 1,1,49.16317252,49.83712375,2565.702,1443.207,2062.5,2.797,2343.750;2343.750;2343.750;2343.750;2250.000;2250.000;2343.750;2343.750;2343.750;2343.750;2343.750;2156.250;2250.000;2343.750;2250.000;2156.250;2156.250;2343.750;2250.000;2250.000;2437.500;2437.500;2437.500;1593.750;2250.000;2250.000;1687.500;2250.000;2343.750;1687.500;2250.000;1687.500;2156.250;2343.750;2250.000;2343.750;2156.250;1968.750;1687.500;2156.250;2343.750;2437.500;2343.750;2343.750;2343.750;2343.750;2343.750;2250.000;2250.000;2156.250;1968.750;1968.750;2156.250;2156.250;1968.750;1968.750;1968.750;1875.000;2062.500;1968.750;1968.750;1968.750;1968.750;1968.750;2062.500;1875.000;2156.250;1968.750;2156.250;2343.750;1875.000;2343.750;2156.250;2062.500;1968.750;2062.500;2343.750;2250.000;2343.750;1500.000;1968.750;2062.500;1781.250;2343.750;2250.000;2062.500;2062.500;1875.000;1875.000;1875.000;1968.750;1875.000;2062.500;2156.250;2062.500;1875.000;1875.000;1781.250;1781.250;1781.250;1968.750;1781.250;1781.250;2437.500;1781.250;2156.250;1875.000;1781.250;2062.500;2062.500;1781.250;1968.750;2343.750;2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;2156.250;2062.500;1968.750;2062.500;2250.000;1687.500;2437.500,2437.5,1500,1687.5,2437.5,750,1968.75,2,3,Song,2,NA,C,G,TRUE,63500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,06:30,06:30,635
3565,MH_SD47_20200126_065500-3,5,Spectrogram 1,1,115.8356567,116.4221847,2886.414,1710.468,2250,3.052,2625.000;1875.000;2062.500;1968.750;1875.000;1781.250;2250.000;2343.750;1968.750;2343.750;2531.250;2625.000;2250.000;2062.500;2250.000;2437.500;2531.250;2343.750;2812.500;2250.000;1781.250;2156.250;2250.000;2531.250;1875.000;2062.500;2062.500;1875.000;2062.500;2250.000;1875.000;2812.500;2531.250;1781.250;2343.750;2812.500;2250.000;2531.250;1875.000;2718.750;2156.250;2343.750;2250.000;1875.000;2437.500;2343.750;1781.250;2062.500;2343.750;2062.500;1968.750;2343.750;2531.250;2718.750;2156.250;2062.500;1875.000;2156.250;1875.000;2156.250;1781.250;2156.250;1875.000;2250.000;2437.500;1781.250;2062.500;2343.750;2343.750;2343.750;2437.500;1968.750;1781.250;2343.750;1781.250;1968.750;1968.750;2156.250;2156.250;1875.000;2250.000;2531.250;2718.750;1781.250;1968.750;2343.750;1781.250;2062.500;2062.500;1875.000;1781.250;2812.500;2343.750;2437.500;2531.250;2718.750;2625.000;2812.500;2062.500;2625.000;2062.500;2250.000;1781.250;1781.250;1781.250;1875.000;1968.750;2062.500;2718.750,2812.5,1781.25,1781.25,2812.5,1031.25,2343.75,2,3,Song,1,NA,C,G,FALSE,65500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,06:45,06:30,655
3571,MH_SD47_20200126_065500-4,8,Spectrogram 1,1,120.2094713,120.826501,3474.388,1282.851,2906.25,3.499,3468.750;3000.000;2718.750;3000.000;3281.250;3375.000;3000.000;3000.000;2437.500;2531.250;2343.750;3281.250;2250.000;2343.750;2343.750;2531.250;2625.000;2531.250;2812.500;3093.750;3468.750;2531.250;2250.000;2343.750;2812.500;2531.250;2343.750;2250.000;2250.000;2343.750;2250.000;2343.750;2625.000;2718.750;2625.000;2718.750;2906.250;2812.500;2906.250;3093.750;2250.000;2906.250;2812.500;2343.750;2906.250;3093.750;3000.000;3000.000;3093.750;2437.500;3000.000;3000.000;3000.000;2812.500;3000.000;3000.000;3093.750;2437.500;3093.750;3000.000;3000.000;2531.250;2531.250;2531.250;3000.000;3093.750;2531.250;1875.000;2531.250;2625.000;2812.500;2437.500;3000.000;3281.250;3093.750;3000.000;3000.000;3093.750;2906.250;3187.500;2625.000;2437.500;2343.750;2343.750;2625.000;1968.750;2437.500;2531.250;2531.250;2625.000;2250.000;2812.500;2812.500;2906.250;2906.250;3093.750;3093.750;2906.250;3187.500;2812.500;3375.000;2343.750;3375.000;3468.750;3281.250;3000.000;3468.750;2906.250;3000.000;3281.250;3375.000;3375.000;3093.750;3187.500,3468.75,1875,1875,3375,1500,3000,2,3,Song,1,NA,C,G,FALSE,65500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,06:45,06:30,655
3572,MH_SD47_20200126_065500-4,13,Spectrogram 1,1,124.8108793,125.5144297,3153.675,1550.111,2812.5,3.232,3000.000;3000.000;3093.750;2437.500;3093.750;3093.750;3093.750;3000.000;2906.250;2812.500;2906.250;3000.000;3093.750;2906.250;3093.750;2812.500;2906.250;2906.250;2812.500;2718.750;2906.250;2718.750;3093.750;2812.500;3093.750;2812.500;2812.500;2250.000;2156.250;2062.500;3000.000;2812.500;3093.750;2531.250;1687.500;2062.500;2156.250;2812.500;2812.500;2812.500;2812.500;2531.250;2906.250;2625.000;2812.500;2812.500;2718.750;2531.250;2906.250;2812.500;2906.250;2531.250;2812.500;2343.750;2906.250;2812.500;2531.250;2437.500;2812.500;2812.500;2718.750;2343.750;2343.750;2906.250;2343.750;2437.500;2250.000;2437.500;2718.750;2250.000;2625.000;2250.000;1593.750;2343.750;2718.750;2343.750;2906.250;2906.250;3000.000;1593.750;3093.750;3093.750;3000.000;2906.250;3093.750;2437.500;3000.000;3000.000;3000.000;3000.000;2531.250;1875.000;2250.000;2343.750;2812.500;1875.000;2531.250;3093.750;3000.000;3000.000;3000.000;3093.750;2906.250;1593.750;2718.750;3093.750;2250.000;3000.000;2531.250;3093.750;2906.250;3093.750;2906.250;2812.500;2906.250;2906.250;2812.500;2906.250;2906.250;2906.250;2812.500;3093.750;2625.000;3093.750;2906.250;2812.500;3093.750;2812.500;1875.000;3093.750,3093.75,1593.75,1875,3093.75,1218.75,2906.25,2,3,Song,3,NA,C,G,FALSE,65500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,06:45,06:30,655
3575,MH_SD47_20200126_065500-4,12,Spectrogram 1,1,123.5802173,123.6485232,3367.483,2298.441,2812.5,2.862,2343.750;2343.750;2718.750;2812.500;2906.250;2906.250;2437.500;2343.750;2906.250;2531.250;2812.500;2531.250,2906.25,2343.75,2343.75,3187.5,843.75,2906.25,1,1,Contact,2,1,C,G,FALSE,65500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,06:45,06:30,655
3577,MH_SD47_20200126_065500-4,18,Spectrogram 1,1,125.837947,126.4231006,3153.675,1282.851,2812.5,3.241,2437.500;2531.250;3000.000;2156.250;2437.500;2437.500;1968.750;2531.250;2531.250;2156.250;2156.250;2343.750;2531.250;2906.250;3000.000;3000.000;2906.250;2812.500;3000.000;2812.500;2812.500;2718.750;2906.250;3000.000;2718.750;2906.250;3000.000;3000.000;2906.250;2906.250;2906.250;3000.000;2906.250;3000.000;3000.000;3000.000;3000.000;3000.000;3000.000;2812.500;3093.750;2812.500;1406.250;3000.000;3000.000;2156.250;2531.250;1406.250;2625.000;2156.250;2250.000;2156.250;2812.500;1593.750;1875.000;2343.750;2343.750;2156.250;1781.250;2250.000;2156.250;1687.500;2437.500;2531.250;3000.000;1312.500;3000.000;3000.000;3093.750;3000.000;2625.000;3000.000;1312.500;3093.750;3000.000;3000.000;2812.500;2343.750;3093.750;2906.250;2812.500;3093.750;2812.500;2812.500;2812.500;2812.500;2906.250;2906.250;2906.250;2812.500;2812.500;3000.000;3093.750;2718.750;2718.750;3000.000;2531.250;2531.250;2718.750;2718.750;2718.750;2718.750;2718.750;2718.750;2812.500;3093.750;3000.000;2812.500;2718.750,3093.75,1312.5,1593.75,3093.75,1500,3000,2,3,Song,4,NA,C,G,FALSE,65500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,06:45,06:30,655
3581,MH_SD47_20200126_065500-6,38,Spectrogram 1,1,61.67528341,62.24843799,3100.223,1710.468,2062.5,2.905,2625.000;2625.000;2531.250;2531.250;2343.750;2343.750;2343.750;2343.750;2437.500;2437.500;2343.750;2343.750;2343.750;2343.750;2625.000;2250.000;2343.750;1875.000;1781.250;2718.750;2343.750;2250.000;2437.500;2812.500;2343.750;2437.500;1968.750;2625.000;2437.500;2343.750;2343.750;2437.500;2437.500;1781.250;2437.500;2343.750;2250.000;2343.750;2437.500;2343.750;2531.250;2437.500;2343.750;2343.750;2062.500;2062.500;1781.250;2625.000;2250.000;2343.750;2156.250;2156.250;2156.250;1968.750;1875.000;1968.750;1968.750;1875.000;1875.000;1875.000;1875.000;1968.750;1781.250;1875.000;1875.000;2062.500;2156.250;2250.000;2156.250;2250.000;1968.750;2437.500;2343.750;2437.500;1875.000;2343.750;2250.000;2343.750;2343.750;1875.000;2250.000;2156.250;1875.000;2250.000;1875.000;1875.000;2343.750;1875.000;1875.000;1875.000;1875.000;1875.000;1781.250;2343.750;1875.000;1875.000;1875.000;1875.000;1781.250;1875.000;1781.250;1781.250;1781.250;1781.250;1781.250;2343.750;1781.250,2812.5,1781.25,1781.25,2812.5,1031.25,1875,2,2,Song,1,NA,C,G,FALSE,65500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,06:45,06:30,655
3583,MH_SD47_20200126_065500-6,40,Spectrogram 1,1,66.77698163,67.38555587,3153.675,1550.111,1968.75,3.082,3000.000;2625.000;2156.250;2250.000;2343.750;2718.750;2250.000;2343.750;2250.000;2437.500;2343.750;2343.750;2437.500;2437.500;2437.500;2343.750;2250.000;2343.750;2250.000;2156.250;2343.750;1968.750;2437.500;2437.500;2437.500;2343.750;2437.500;2625.000;2343.750;2343.750;3093.750;2343.750;2156.250;2343.750;2437.500;2250.000;2625.000;1968.750;2250.000;3093.750;2156.250;2250.000;2437.500;2343.750;1781.250;2531.250;1781.250;3000.000;2625.000;1687.500;3093.750;2531.250;1968.750;2343.750;2062.500;1968.750;2343.750;2062.500;1968.750;1968.750;1968.750;1968.750;1968.750;1781.250;1968.750;1875.000;1968.750;1781.250;1687.500;1875.000;1875.000;2062.500;1781.250;2062.500;1968.750;2156.250;2062.500;2062.500;1875.000;2250.000;2437.500;1968.750;2437.500;1687.500;1968.750;2062.500;2062.500;2062.500;1875.000;1875.000;1687.500;1781.250;1875.000;1781.250;1781.250;1968.750;2062.500;2062.500;2343.750;1781.250;1781.250;1875.000;1875.000;1781.250;1968.750;1781.250;1781.250;1687.500;1781.250;1781.250;1687.500;1593.750;2062.500,3093.75,1593.75,1687.5,2718.75,1031.25,1781.25,2,2,Song,2,NA,C,G,FALSE,65500,20200126,Restored,Mohgaon,MH_3,2021,Winter_2021,Restored,Restored,06:45,06:30,655
3587,MH_SD47_20200126_070000-1,44,Spectrogram 1,1,73.57759318,74.16040767,2726.058,1603.563,2062.5,2.805,2343.750;2250.000;2062.500;2250.000;2250.000;2250.000;2062.500;2062.500;2343.750;2156.250;2343.750;2062.500;2156.250;2437.500;2250.000;2156.250;2062.500;2062.500;2437.500;2343.750;2343.750;2250.000;1875.000;1781.250;2062.500;1968.750;1968.750;2062.500;1687.500;1968.750;2437.500;2062.500;1968.750;2062.500;2062.500;2062.500;1968.750;1968.750;1968.750;2250.000;2250.000;2437.500;2625.000;2062.500;2437.500;2250.000;2062.500;2062.500;2250.000;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1781.250;1875.000;1968.750;1968.750;2062.500;2156.250;1968.750;1968.750;2156.250;1875.000;1875.000;2343.750;2062.500;2062.500;2250.000;2062.500;2343.750;1968.750;2250.000;1968.750;2062.500;1781.250;2062.500;1781.250;1781.250;1781.250;1781.250;2250.000;1875.000;1875.000;1875.000;1968.750;2156.250;1875.000;1875.000;2156.250;1875.000;2062.500;2062.500;1781.250;2156.250;2062.500;2062.500;1781.250;2062.500;1968.750;2062.500;1781.250;2062.500;1687.500;2156.250;2062.500;2156.250;2062.500,2625,1687.5,1781.25,2531.25,750,1968.75,2,3,Song,1,NA,C,G,FALSE,70000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,700
3591,MH_SD47_20200126_070000-1,48,Spectrogram 1,1,75.12072483,75.93537712,3260.579,1282.851,2156.25,2.84,2531.250;2343.750;2531.250;2156.250;2156.250;2156.250;2062.500;2156.250;2250.000;2062.500;2250.000;2156.250;2250.000;2250.000;2250.000;2250.000;2156.250;2437.500;2343.750;2250.000;2156.250;2343.750;2343.750;2156.250;2062.500;2250.000;2250.000;2250.000;2250.000;2437.500;2250.000;2250.000;2343.750;2156.250;2343.750;2250.000;2250.000;2250.000;2250.000;2156.250;2250.000;2250.000;2250.000;2250.000;2437.500;2437.500;2062.500;2250.000;2250.000;2250.000;2343.750;2250.000;2156.250;2156.250;2156.250;2062.500;2156.250;2156.250;2062.500;2062.500;1968.750;2062.500;1968.750;1968.750;2156.250;1968.750;1968.750;1875.000;1968.750;1968.750;1968.750;2156.250;2062.500;2062.500;3093.750;2625.000;2437.500;2343.750;2625.000;2625.000;2250.000;2250.000;2156.250;2250.000;2250.000;2437.500;1687.500;2156.250;1968.750;1968.750;2062.500;1781.250;2062.500;1968.750;2062.500;1968.750;1968.750;1968.750;1968.750;2062.500;2250.000;1968.750;1968.750;1968.750;1875.000;1781.250;1781.250;1687.500;1875.000;1593.750;1687.500;1781.250;1875.000;1687.500;1968.750;1875.000;1687.500;1781.250;1968.750;1781.250;2062.500;1968.750;1875.000;1968.750;1687.500;1687.500;1687.500;1875.000;1781.250;1968.750;1875.000;1781.250;1781.250;1875.000;2062.500;2156.250;1687.500;1593.750;1875.000;1875.000;1781.250;1968.750;1781.250;1968.750;1312.500;1781.250;1781.250;1968.750;1781.250;1781.250;1968.750,3093.75,1312.5,1781.25,2625,843.75,2156.25,2,3,Song,2,NA,C,G,FALSE,70000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,700
3595,MH_SD47_20200126_070000-2,52,Spectrogram 1,1,80.51519512,81.19460869,2779.51,1603.563,2156.25,2.825,2437.500;2156.250;2437.500;2343.750;2156.250;2437.500;2250.000;2250.000;2156.250;2250.000;2343.750;2156.250;2250.000;2343.750;2437.500;2437.500;2156.250;2250.000;1687.500;2343.750;2437.500;2437.500;2062.500;1875.000;2343.750;2531.250;2156.250;2250.000;2156.250;2343.750;1968.750;2250.000;2343.750;2250.000;2437.500;2625.000;2250.000;2062.500;2156.250;1781.250;2343.750;1968.750;2156.250;1968.750;2156.250;1875.000;2437.500;2062.500;1687.500;2062.500;2250.000;2437.500;2531.250;2250.000;2062.500;2343.750;2062.500;1968.750;2250.000;1968.750;2250.000;1968.750;2250.000;1968.750;1875.000;1781.250;1875.000;1781.250;1875.000;1875.000;1968.750;2156.250;2062.500;1781.250;1875.000;1687.500;2437.500;2343.750;2250.000;2156.250;2156.250;2250.000;2343.750;2156.250;2343.750;2156.250;2250.000;2250.000;2250.000;1781.250;2156.250;1875.000;1968.750;1875.000;2156.250;2062.500;1875.000;1875.000;2156.250;1968.750;1968.750;1968.750;2250.000;1875.000;1875.000;2156.250;2156.250;2250.000;1968.750;1875.000;1968.750;2156.250;2062.500;1687.500;1687.500;1968.750;1968.750;2062.500;2062.500;1968.750;2156.250;2156.250;1968.750;1875.000;1875.000;1687.500,2625,1687.5,1781.25,2531.25,750,2250,2,3,Song,1,NA,C,G,FALSE,70000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,700
3601,MH_SD47_20200126_070000-2,55,Spectrogram 1,1,88.37934154,89.04587523,2619.154,1603.563,2062.5,2.662,2531.250;2531.250;2437.500;2250.000;2156.250;1968.750;2156.250;2156.250;2156.250;2250.000;2156.250;1968.750;1968.750;1968.750;2156.250;2343.750;2343.750;1968.750;1875.000;2156.250;2250.000;1968.750;2250.000;2156.250;1875.000;2062.500;1687.500;2250.000;1687.500;1687.500;2437.500;2531.250;1968.750;2250.000;2250.000;1875.000;2062.500;2250.000;2062.500;2062.500;2156.250;1875.000;2062.500;2062.500;2062.500;2531.250;2062.500;2062.500;2062.500;1875.000;1968.750;2156.250;1875.000;1875.000;2062.500;2062.500;1968.750;2156.250;2156.250;2062.500;1875.000;1875.000;2062.500;1875.000;2062.500;2062.500;1968.750;1781.250;1781.250;1687.500;1875.000;1968.750;1968.750;1968.750;1875.000;1875.000;2531.250;1875.000;2156.250;1968.750;2250.000;2343.750;2250.000;2156.250;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;1968.750;1781.250;1687.500;1968.750;2156.250;1968.750;2156.250;1875.000;2062.500;2062.500;2343.750;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;2062.500;1875.000;1968.750;2062.500;2062.500;1875.000;1968.750;2062.500;1875.000;1875.000;2250.000;1875.000;1781.250;1968.750;2062.500;1875.000;1875.000,2531.25,1687.5,1781.25,2437.5,656.25,2250,2,3,Song,2,NA,C,G,FALSE,70000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,700
3612,MH_SD47_20200126_070000-3,24,Spectrogram 1,1,135.3066209,135.8781134,2726.058,1443.207,2343.75,3.106,2718.750;2343.750;2250.000;2062.500;2250.000;2250.000;1968.750;1968.750;2625.000;2531.250;2625.000;2718.750;2718.750;2437.500;2343.750;2437.500;2531.250;2625.000;2531.250;2625.000;2718.750;2343.750;2437.500;2718.750;2437.500;2343.750;2718.750;2718.750;2718.750;2437.500;2625.000;2250.000;2718.750;1687.500;2250.000;2531.250;2437.500;2250.000;1593.750;2437.500;2437.500;2343.750;2437.500;2718.750;2343.750;2250.000;2250.000;2250.000;2343.750;2437.500;2531.250;1875.000;2343.750;2250.000;2531.250;2250.000;2531.250;2437.500;2718.750;2437.500;2343.750;2437.500;2437.500;2437.500;2718.750;2437.500;2718.750;2718.750;2718.750;2718.750;2437.500;1500.000;1687.500;1687.500;2718.750;2531.250;2625.000;1781.250;2718.750;2437.500;1875.000;2718.750;2718.750;2718.750;2343.750;1500.000;2718.750;2437.500;2531.250;2718.750;2531.250;2437.500;2718.750;2718.750;2718.750;2531.250;2718.750;2718.750;2718.750;2718.750;2718.750;1593.750;1500.000;1593.750;1500.000;2531.250;2250.000,2718.75,1500,1593.75,2718.75,1125,2250,2,3,Song,2,NA,C,B,FALSE,70000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,700
3616,MH_SD47_20200126_070000-3,21,Spectrogram 1,1,131.3816035,131.8742588,2726.058,1657.016,1687.5,1.789,1875.000;1781.250;1781.250;1781.250;1781.250;1781.250;1781.250;1875.000;1968.750;1875.000;1781.250;1781.250;1781.250;1781.250;1781.250;1781.250;1687.500;1687.500;1687.500;1687.500;1781.250;1687.500;1687.500;1875.000;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1781.250;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;2718.750;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1781.250;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;2437.500;1687.500;1687.500;1687.500;1687.500;1781.250;2343.750;2437.500;1687.500;1687.500;1687.500;1687.500;1687.500;1781.250;1687.500,2718.75,1687.5,1687.5,2343.75,656.25,1687.5,2,2,Song,1,NA,C,B,FALSE,70000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,700
3617,MH_SD47_20200126_070000-4,28,Spectrogram 1,1,149.2372833,149.9392367,2886.414,1336.303,2156.25,3.428,1593.750;1687.500;1968.750;1781.250;2156.250;2812.500;2812.500;2718.750;2812.500;2156.250;2062.500;2812.500;2812.500;2250.000;2625.000;2062.500;2718.750;2062.500;2812.500;2812.500;2625.000;2812.500;2437.500;2531.250;2531.250;1687.500;1406.250;2718.750;2625.000;2718.750;1406.250;2531.250;2062.500;2062.500;1875.000;2343.750;2250.000;1593.750;2625.000;1781.250;1593.750;2062.500;2250.000;2156.250;2343.750;2437.500;2343.750;2250.000;2156.250;2718.750;2250.000;2250.000;1687.500;2250.000;1875.000;2156.250;2062.500;1875.000;1593.750;2343.750;1593.750;1500.000;1593.750;1687.500;2343.750;2156.250;1968.750;1781.250;1781.250;2531.250;1593.750;1500.000;1593.750;1875.000;1406.250;1593.750;2343.750;2062.500;2062.500;1593.750;1687.500;1687.500;2437.500;1781.250;1500.000;2343.750;2812.500;1406.250;1406.250;2156.250;2250.000;2156.250;1593.750;1406.250;2062.500;1687.500;1687.500;2625.000;2250.000;2062.500;1593.750;2812.500;2812.500;2625.000;1968.750;1687.500;2625.000;1500.000;1687.500;2250.000;2156.250;1406.250;1781.250;2531.250;1406.250;2343.750;1593.750;2250.000;2062.500;2343.750;1406.250;1875.000;2531.250;1406.250;1781.250;1406.250;2250.000;2343.750;1406.250;1500.000;2812.500,2812.5,1406.25,1406.25,2812.5,1406.25,2812.5,2,3,Song,1,NA,C,G,FALSE,70000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,700
3622,MH_SD47_20200126_070000-5,33,Spectrogram 1,1,154.7874381,155.3657611,2619.154,1710.468,2156.25,2.669,2437.500;1875.000;1968.750;2531.250;2062.500;1968.750;2250.000;2343.750;2250.000;1781.250;2250.000;2156.250;2437.500;2437.500;2250.000;1968.750;2250.000;2062.500;1968.750;1875.000;2250.000;1781.250;2343.750;2437.500;1875.000;1781.250;2531.250;2531.250;1875.000;1781.250;1968.750;2062.500;1875.000;1968.750;2062.500;2156.250;2531.250;1875.000;1875.000;2437.500;2156.250;1968.750;1968.750;2156.250;1968.750;1968.750;2062.500;2250.000;2156.250;2250.000;2156.250;2531.250;2437.500;2250.000;1875.000;1781.250;1968.750;2531.250;2343.750;1875.000;2531.250;1875.000;1781.250;1968.750;2062.500;1781.250;2156.250;2437.500;2437.500;1968.750;1968.750;2531.250;2531.250;2250.000;1875.000;2531.250;2531.250;1875.000;2437.500;2250.000;2250.000;2343.750;2343.750;2250.000;1781.250;1781.250;2343.750;1781.250;1781.250;1968.750;1968.750;1781.250;1875.000;2343.750;2250.000;1968.750;1781.250;2343.750;1781.250;2343.750;1968.750;1875.000;1875.000;1781.250;1875.000;1875.000;2437.500;2343.750,2531.25,1781.25,1781.25,2531.25,750,2062.5,2,3,Song,1,NA,C,B,FALSE,70000,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,700
3628,MH_SD47_20200126_070500-6,67,Spectrogram 1,1,103.8872873,104.6614205,3100.223,1229.399,2156.25,2.745,2437.500;2531.250;2625.000;2625.000;2718.750;2625.000;2625.000;2343.750;2531.250;2625.000;2625.000;2625.000;2625.000;2625.000;2437.500;2718.750;2625.000;2343.750;2343.750;2906.250;2343.750;2625.000;2625.000;2531.250;2531.250;2343.750;2531.250;2250.000;2343.750;2906.250;2343.750;2437.500;2718.750;2625.000;2718.750;2625.000;2718.750;2625.000;2906.250;2812.500;2625.000;2812.500;2625.000;2718.750;2437.500;2437.500;2343.750;2531.250;2343.750;2250.000;2343.750;2343.750;1687.500;1593.750;1687.500;1875.000;1875.000;1781.250;1687.500;1687.500;1593.750;1781.250;1875.000;1875.000;1781.250;2062.500;1875.000;2062.500;1968.750;1781.250;2062.500;1968.750;1968.750;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;1875.000;2062.500;2062.500;2062.500;2156.250;2156.250;2062.500;2343.750;2062.500;2062.500;2062.500;2250.000;1968.750;2156.250;2250.000;2343.750;2343.750;2343.750;2343.750;2343.750;1875.000;2343.750;2343.750;1781.250;2343.750;2343.750;1781.250;2343.750;2343.750;1593.750;1687.500;1593.750;1500.000;2343.750;2343.750;1500.000;2062.500;1500.000;1500.000;1875.000;1687.500;1406.250;1500.000;2343.750;2343.750;2343.750;2062.500;2343.750;2343.750;2343.750;2343.750;1687.500;2343.750;2250.000;1781.250;2343.750;2343.750;2343.750;2343.750;2343.750;2343.750;2343.750,2906.25,1406.25,1687.5,2718.75,1031.25,2062.5,2,2,Song,1,NA,C,G,FALSE,70500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:00,07:00,705
3629,MH_SD47_20200126_071500-6,70,Spectrogram 1,1,117.2549474,118.0655104,3153.675,1229.399,2156.25,2.775,2625.000;2625.000;2531.250;2343.750;2531.250;2156.250;2531.250;2250.000;2156.250;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2156.250;2250.000;2343.750;2250.000;2437.500;2250.000;2250.000;2250.000;2156.250;2250.000;2437.500;2531.250;2437.500;2531.250;2156.250;2250.000;2250.000;2343.750;2250.000;2250.000;2156.250;2250.000;2343.750;2250.000;2343.750;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2062.500;1968.750;2062.500;2062.500;1968.750;2156.250;1968.750;1781.250;2156.250;1781.250;2156.250;1687.500;1687.500;2062.500;2812.500;2718.750;2625.000;2718.750;2437.500;2156.250;2437.500;2062.500;2343.750;2250.000;2250.000;2250.000;2437.500;1593.750;2250.000;2343.750;1968.750;1968.750;1968.750;1968.750;1781.250;1968.750;1968.750;1968.750;2062.500;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1687.500;1968.750;1968.750;1968.750;1687.500;1968.750;1781.250;1687.500;1968.750;1781.250;1875.000;1687.500;1781.250;1687.500;1781.250;1781.250;1781.250;1968.750;1968.750;1968.750;2250.000;1687.500;1968.750;1781.250;1687.500;1968.750;1968.750;1687.500;1875.000;1781.250;1781.250;1687.500;1781.250;2343.750;1968.750;1687.500;1687.500;1687.500;1781.250;1781.250;1781.250;1781.250;1687.500,2812.5,1593.75,1781.25,2625,843.75,2250,2,3,Song,1,NA,C,G,FALSE,71500,20200126,Restored,Mohgaon,MH_3,2020,Winter_2020,Restored,Restored,07:15,07:00,715
